priority,product_id,product_name,variant_id,sku / variant_code,current_image_url,issue_type,grouped_family_key,recommended_asset_name,recommended_action
45,2c274b4c-2f17-4d0d-a843-e2196770e31e,Jota 837LG Elmas Frez - Yeşil Kuşak (Kaba) Uzun Silindirik Hızlı Preparasyon Frezi,1b0f61fe-47ed-43e0-bc7e-6b696f983dc8,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/ffe061c1-d761-4410-a06c-71ee49372ee9/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-837l,jota-837l-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
46,ff65797d-1f71-4f51-8723-2597f5198219,Jota 850 Elmas Frez - Mavi Kuşak (Standard) İnce Konik Genel Preparasyon Frezi,8d5939ae-424c-4cc1-a276-585406d82e46,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/c5daa154-7eb5-4085-add8-73cbecfe16ca/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-850,jota-850-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
47,fbf133ea-c893-4a3b-84be-6c4fd077bdec,Jota 850F Elmas Frez - Kırmızı Kuşak (İnce) İnce Konik Finishing Frezi,b1b184b9-16f1-4b17-a5e7-9990f5d12049,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/f793987f-cb82-422b-bfd8-2c9d17df3b38/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-850,jota-850-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
48,4f97398b-03b4-472f-8842-a09bca102345,Jota 850G Elmas Frez - Yeşil Kuşak (Kaba) İnce Konik Hızlı Preparasyon Frezi,ff1be5c9-0151-4e99-a299-2bc07171be0a,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/28a1913b-ac9f-4a29-8de8-c049f4db287d/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-850,jota-850-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
49,499f5d8e-7606-46a2-9066-206ed3252f82,Jota 852SG Elmas Frez - Siyah Kuşak (Süper Kaba) İğne / İnce Konik Agresif Preparasyon Frezi,33ecd4ca-33a4-46d4-abd0-0c5a9a95c2af,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5d90dfdb-6994-4026-a08c-8a14c4c2cc6d/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-852,jota-852-sg-black-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
50,f72c6590-f4d9-4eb7-9fdd-5efa26af1633,Jota 859EF Elmas Frez - Sarı Extra İnce Uzun İğne Elmas Frez,cf2ec71f-d21a-4ba9-ba53-a51cd6f0055e,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/90b5b082-421b-4ecf-b619-9f9ff89da966/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-859e,jota-859e-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
51,c0e0bad7-7773-415f-8ca7-eff9a89245d3,Jota 859L Elmas Frez - Mavi Kuşak (Standard) Extra Uzun İğne Genel Preparasyon Frezi,d0bd779f-a1d8-4779-aa9a-227b1c32e707,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/a68e66d9-830a-46e6-ab04-9e718cf70d5e/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-859l,jota-859l-blue-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
52,048929f4-ef88-42d1-88cf-f443727ee715,Jota 859LF Elmas Frez - Kırmızı Kuşak (İnce) Extra Uzun İğne Finishing Frezi,e113f113-57be-472c-abc4-7f96b365250c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/3fea96b4-fd6b-4cff-89c5-e6877f4956f1/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-859l,jota-859l-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
53,54695448-bf2d-471b-b49e-d8c255f1d752,Jota 862EF Elmas Frez - Sarı Extra İnce Konik Elmas Frez,3ddd6dad-06d2-4313-ae8e-94b133978987,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/e156f890-91bc-4d8e-8e88-825064c9074f/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-862e,jota-862e-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
54,3bbd1308-acc4-4688-a0d3-d6cc982179f0,Jota 862F Elmas Frez - Kırmızı Kuşak (İnce) Konik Finishing Frezi,44a4f7d6-fb38-4509-adaf-c34e31b00e39,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/aef654b6-0ebc-4ac8-a372-f6fe2346417d/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-862,jota-862-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
55,beb41dab-e211-4cc9-8ef5-fd2ba01a972f,Jota 862G Elmas Frez - Yeşil Kuşak (Kaba) Konik Hızlı Preparasyon Frezi,c277fbab-cbac-44e2-9e51-65c15db52c52,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/526ad678-1c8c-410a-87c0-5c9bce1f329d/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-862,jota-862-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
56,1893ebf9-f2b3-4fc7-8d55-d4514938c5b2,Jota 863G Elmas Frez - Yeşil Kuşak (Kaba) Alev / Uzun Konik Hızlı Preparasyon Frezi,5f77e25e-6827-4408-9990-5fdab7734baf,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d5efee33-8458-499f-ab22-6d487de1309a/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-863,jota-863-g-green-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
57,8bdc45ac-c7a6-4ace-962f-d3229721db22,Jota GP662 Glaze Prep Zirkonya & Seramik Ayar Frezi,caa8a0b7-dcfc-4afa-a6b8-d9446f3ab8e1,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9a5f6de1-1c45-4d38-9c6f-efd71cc497a7/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-gp662-glaze-prep-zirkonya-seramik-ayar-frezi,jota-gp662-asindirici-taslar.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: zirkonya; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
58,a98dc42b-5fc3-4469-9a9d-3236471bbd5f,Jota SD661F Diamond Stone Seramik Ayar Taşı,2b241fcb-0014-4579-a987-137d6e3d5cbc,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5989824f-4ece-47ca-a65f-20f1a473513d/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-sd661-diamond-stone-seramik-ayar-tas,jota-sd661-f-elmas-frez.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
59,87a8fdad-b248-4b9c-98df-323bc651ae11,Jota ZIR9861F Zirkonya Cilalama Ucu (Polisher) - Step 2,82046a11-1d7f-4f12-87e2-269bf6ee7723,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/426309bd-fa80-4bdf-82e7-bf9014a8d959/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-zir9861-zirkonya-cilalama-ucu,jota-zir9861-f-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: zirkonya; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
60,430b8a94-c1e3-4218-8b88-9eabbca2e68f,Jota ZIR9861M Zirkonya Cilalama Ucu (Polisher) - Step 1,79029996-af41-4b25-80c1-5b6ac36151ed,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d1a8170b-27d3-4e36-8166-b875e6e5290b/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-zir9861-zirkonya-cilalama-ucu,jota-zir9861-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: zirkonya; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
61,753828ad-d34d-4d8f-b873-17d2b54a6935,Jota ZIR9863F Zirkonya Cilalama Ucu (Polisher) - Step 2,d941d901-510e-4ab6-ab9a-b8693b59f0a5,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d3c018cc-e198-411b-95f7-e1ed2f56de3c/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-zir9863-zirkonya-cilalama-ucu,jota-zir9863-f-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: zirkonya; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
62,34a66256-1b6c-47c8-972d-8ab962e9f037,Jota ZIR9863M Zirkonya Cilalama Ucu (Polisher) - Step 1,27d5a091-258b-46dc-86a9-5d9c06597b80,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/5575cfb0-a535-4302-b870-f9a617d376af/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-zir9863-zirkonya-cilalama-ucu,jota-zir9863-m-cilalama-frezleri.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: zirkonya; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
63,1d1303c8-9883-4cff-95df-c7f86ac1e18e,Jota 881 Elmas Frez - Mavi Kuşak (Standard) Silindirik Düz Uç Genel Preparasyon Frezi,d45380f5-1fec-4aa7-9997-2555d52b0844,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d7810520-94cb-4360-85d3-20b6a5fbd5de/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-881,jota-881-blue-elmas-frez.webp,"Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: 881, elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family"
64,f3a8c790-e252-40d8-bf5d-db4dceaafbf9,Jota 881G Elmas Frez - Yeşil Kuşak (Kaba) Silindirik Düz Uç Hızlı Preparasyon Frezi,340a7497-11e7-4d76-a10e-dc01d9bbd32c,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/4038a0e6-ac16-4c19-85f9-b7623db501af/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-881,jota-881-g-green-elmas-frez.webp,"Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: 881, elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family"
65,01dceb19-17ec-4355-9f79-7b50e2d7b78e,Jota Z838L Zirkonya Elmas Frez - Mavi Kuşak (Standard) Zirkonya Uzun Silindirik Genel Preparasyon Frezi,e75f8045-9bed-4866-8676-15a82a41c8a1,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/8a1c151f-6e18-4541-b8be-978b699df1d7/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-z838l-zirkonya,jota-z838l-blue-elmas-frez.webp,"Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: zirkonya, elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family"
66,90cb8d7f-f05e-4749-8121-d55b3073a902,Jota Z850F Zirkonya Elmas Frez - Kırmızı Kuşak (İnce) Zirkonya İnce Konik Finishing Frezi,d39f1176-2130-47fe-af19-da541cab4971,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/6aa8e050-7a89-445e-aea0-be88b4fc8da8/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-z850-zirkonya,jota-z850-f-elmas-frez.webp,"Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: zirkonya, elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family"
67,9c08d72a-8ff9-4b97-bda6-742f6c37af53,852 Chamfer Elmas Frez,,,,missing_product_image|missing_variant_image,,jota-852-chamfer-elmas-frez-elmas-frez.webp,Prioritize for common search: elmas-frezler; Add product image before manual transparent-background cleanup; Add variant image only if this variant is visually distinct
68,f95a59f8-f373-4e8e-bd3c-f2b04e6d4f1d,859L Uzun Alev Elmas Frez,,,,missing_product_image|missing_variant_image,,jota-859l-uzun-alev-elmas-frez-elmas-frez.webp,Prioritize for common search: elmas-frezler; Add product image before manual transparent-background cleanup; Add variant image only if this variant is visually distinct
69,f8d4fa41-358d-49d6-8779-635c4c5d4b3a,Jota 862 Elmas Frez - Mavi Kuşak (Standard) Konik Genel Preparasyon Frezi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/dc402bb2-7c53-41db-a044-d84033cb9d86/image_1950.webp,likely_non_transparent_or_white_canvas|duplicate_image_url,jota-862,jota-862-family.webp,Create one family-level transparent asset for grouped catalog cards; Prioritize for common search: elmas-frezler; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
70,32907d58-3393-4f01-bc51-9c1a065df163,Jota 601 Arkansas Ön Polisaj Frezi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/d2e441d1-ec82-40b7-a781-7560e2435d29/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-601-arkansas-on-polisaj-frezi,jota-601-family.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
71,38d9fd53-0d40-407c-a331-fac38f98dce0,Jota 645 Arkansas Ön Polisaj Frezi,,,https://cdn.myikas.com/images/3c8ef622-7d91-4f41-82cb-1924f2f2d722/9ee12923-2bb3-41f6-b119-7f664b22e67f/image_1950.webp,likely_non_square_image|likely_non_transparent_or_white_canvas|duplicate_image_url,jota-645-arkansas-on-polisaj-frezi,jota-645-family.webp,Create one family-level transparent asset for grouped catalog cards; Replace with centered 1:1 transparent WebP/PNG; Remove white canvas/background and export transparent WebP; Review shared URL; replace once if the image serves this family
